Q3624078	sovereign state
Q1391842	Tour de San Luis
Q36378899	parliamentary group of the French National Assembly
Q56753514	Rambla
Q21000333	shopping street
Q34009	Liège–Bastogne–Liège
Q1755200	Czechoslovakian Badminton Championships
Q2037699	regional broadcaster
Q12883402	sheading
Q67166219	Hungarian Men's Team Badminton Championships
Q18691599	military facility
Q15063611	city
Q1788582	state highway
Q499192	La Flèche Wallonne
Q14514600	group of fictional characters
Q1411929	Volta ao Alentejo
Q1847518	Vuelta Ciclista a Costa Rica
Q2445047	diocese of the Church of Denmark
Q15221215	rugby league team
Q627236	company town
Q139	queen
Q15701038	subregion of Antioquia Department
Q6089033	province of Boyacá Department
Q14616455	destroyed city
Q213441	shop
Q546989	düüreg of Mongolia
Q1353183	launch pad
Q22676729	time by area
Q1368083	Dwars door Vlaanderen
Q475476	diptych
Q507437	OKB
Q2651004	palazzo
Q1530705	village development committee of Nepal
Q301292	Austrian Team Badminton Championships
Q11487510	composition for string quartet
Q3579101	edifice
Q19934856	twin towers
Q59847891	promotional single
Q1989945	agro-town
Q1735655	Ministry of Emergency Situations
Q4481741	Federal ministry (Russian Federation)
Q1443933	design studio
Q175331	demonstration
Q299147	Heineken Open
Q3154693	city council
Q1849719	municipal formation in Russia
Q4008465	vampire in Buffyverse
Q177305	observation deck
Q177253	show trial
Q40843	cross
Q187616	relic
Q1258698	La Tropicale Amissa Bongo
Q2656974	hexalogy
Q1525071	universal encyclopedia
Q1239328	national encyclopedia
Q815488	Belgian Badminton League
Q815500	Belgian Badminton Championships
Q829026	occupational surname
Q5225895	public limited company
Q2334719	legal case
Q132821	murder
Q837800	domestic airport
Q1567913	railway station inside a port
Q1319755	European Speed Skating Championships
Q656382	Finnish Badminton Championships
Q501058	Manager's Choice Award
Q5953270	hybrid open access journal
Q11331347	calvary
Q10631691	Catholic pilgrimage site
Q1760704	withdrawal
Q61570090	B-sides compilation album
Q78514460	fictional gopher
Q206615	building material
Q12780138	parish of the Isle of Man
Q5283513	district of Espoo
Q64027602	healthcare by country or region
Q3247621	Cenacoli of Firenze
Q1291694	Norwegian Badminton Championships
Q2099680	Plume d’Or
Q2348250	team time trial
Q3243765	municipality of Argentina
Q1144661	amusement ride
Q102356	brigade
Q2822246	Academic district, France
Q207934	avenue
Q703941	private road
Q27995042	wilderness area
Q3917681	embassy
Q2845944	former arrondissement of Paris
Q135436	école normale supérieure
Q166142	application
Q207170	office suite
Q7247856	productivity software
Q604177	municipal archive
Q2424478	arrondissement of Senegal
Q3769366	surrender
Q1076579	act of parliament
Q11204	legislature
Q27631499	Commission et instance ministérielle consultative ou délibérative
Q375928	lower house
Q29555881	segment of a TV episode
Q870455	Bagno
Q398141	school district
Q18913069	Asgardian
Q166620	drainage basin
Q8343784	clandestine center of detention and torture
Q1241568	military cemetery
Q1516659	United States national cemetery
Q16263503	intendancy of the Spanish Empire
Q7257872	public hospital
Q2901570	municipal library of Paris
Q385994	special library
Q30329227	department of the Illyrian Provinces
Q22575704	administrative quarter in France
Q15343039	établissement public
Q1503072	Cabinet of Denmark
Q63975020	musical theatre character
Q18558301	college sports team
Q4260475	medical facility
Q2945640	LGBT community centre
Q3550864	mixed research unit
Q1329623	cultural center
Q694554	emergency telephone number
Q988108	club
Q1312529	high school diploma
Q3273292	professional degree
Q193475	menhir
Q2535180	Asian Indoor Athletics Championships
Q32435	French National Road Race Championships
Q911134	ICF Canoe Sprint World Championships
Q108325	chapel
Q2973931	provincial electoral district of Quebec
Q27676428	municipality of Quebec
Q5004679	path
Q1542681	Cholet-Pays de Loire
Q22231110	1.1
Q1090806	Châteauroux Classic
Q368461	Birmingham Classic
Q1430154	cloister
Q2500378	department of the United Kingdom Government
Q2516426	transport ministry
Q1454820	Friday Mosque
Q1336920	community college
Q1398920	General council
Q19758733	departmental council
Q627272	employers' organization
Q17487523	conservatories with regional coverage
Q66742022	Conservatory of regional relevance
Q15091377	cycling race
Q2630733	UCI Road World Championships – Women's time trial
Q18285132	oblast of the Russian Soviet Federative Socialist Republic
Q22911774	mountain chain
Q3000944	court of appeal
Q109391	volcanic crater
Q15072800	cemetery cross
Q161705	frigate
Q64153217	traditional district of Scotland
Q19698046	swim club
Q1076105	general election
Q625994	convention
Q18087867	ministerial direction
Q2421044	district of Liberia
Q101659	dolmen
Q683385	Swiss patrician family
Q75135432	None
Q11681271	curatorial department of the Louvre
Q379158	district of Norway
Q30461	president
Q965568	kelurahan
Q1339459	parish close
Q7268308	quadrangle
Q23828039	village/town/city in Lebanon
Q1739536	inner city
Q3488547	faculty of law
Q57314035	faculty of medicine
Q3587380	None
Q842375	NBA Finals
Q16748868	city walls
Q28225717	Doctor Who serial
Q55593474	ministry of Chile
Q327365	Volta a Portugal
Q4157074	boundary delimitation
Q672070	photographic studio
Q1395324	family business
Q164419	long gallery
Q498661	Gent–Wevelgem
Q16707841	Superior Conservatory of Music
Q15260617	Government of Greece
Q32859621	Cabinet of Scotland
Q1186375	Walloon Government
Q634678	Cabinet of South Africa
Q3579160	newspaper publisher
Q108696	horse stud farm
Q1934961	dark ride
Q1358919	bicycle-sharing system
Q11755959	multi-storey urban building
Q12731	cul-de-sac
Q43371084	Unité Propre de Recherche
Q13582798	Public Scientific and Technical Research Establishment
Q1402443	Frontier train station
Q7373622	Royal Air Force station
Q12302	bagad
Q187223	lagoon
Q3827469	Latin Grammy Award for Record of the Year
Q20437094	installation
Q12308638	poetry collection
Q3421644	reality show
Q27997185	None
Q1750919	National Football League Draft
Q27345018	international tripoint
Q852446	administrative territorial entity of the United States
Q3591583	établissement public à caractère industriel et commercial
Q2511322	lycée
Q3591580	établissement public local d'enseignement
Q1459186	college
Q3591588	overseas French school
Q17457202	population centre
Q170321	wetland
Q166735	swamp
Q30198	marsh
Q208361	location in Harry Potter
Q189994	Central American and Caribbean Games
Q58439237	Casada Nova
Q575759	war memorial
Q329157	Princess of Asturias Awards
Q25768329	political party in Catalonia
Q12012855	frigate
Q17710980	literary tetralogy
Q1778118	volcano observatory
Q193518	sabotage
Q510854	Brussels Cycling Classic
Q3497167	gravity dam
Q105731	lock
Q13033698	market square
Q6065085	political party in Spain
Q55439	panel painting
Q614316	private museum
Q1324633	naval base
Q824979	group
Q1123245	stage
Q18544860	Discworld character
Q15620943	constituency of the French Fifth Republic
Q91312	tower house
Q56670380	prison for men
Q13132631	Welsh-medium school
Q1340271	Mainichi Film Award
Q594886	World Fantasy Award
Q2694647	Awards of the French Academy
Q3405849	Prix du Syndicat de la critique
Q25964111	group of settlements
Q188914	Hugo Award
Q67131048	online lyrics database
Q23764086	site where canyoning is practiced
Q6960199	city municipality of Slovenia
Q479716	university press
Q3593580	îlet
Q15293315	LF-routes
Q23901137	national under-19 football team
Q215627	person
Q47512172	armored reconnaissance regiment
Q19656847	réserve naturelle nationale
Q1324355	geopark
Q26887310	association football team season
Q61016841	evolved human
Q67064711	None
Q628179	trail
Q60864293	None
Q1047437	copyright collective
Q74728036	None
Q56219758	constituent republic within Czechoslovakia
Q1302778	Divided highway
Q63349598	women's national handball team
Q17489659	group of works
Q585444	administrative district of Prague
Q19314966	theatre comedy group
Q2035477	Vuelta a Colombia
Q83261	Tour de Suisse
Q1543675	Tour de Vendée
Q22231108	1.HC
Q183186	Tour de l'Avenir
Q3533782	Ladies Tour of Qatar
Q47481352	Lok Sabha constituency
Q2452550	None
Q281644	arts association
Q17175676	animated cartoon
Q28333164	Philippine Senate election
Q35273	optical telescope
Q1238291	solar telescope
Q17012367	ancestral house of the Philippines
Q61612084	PRES - Higher education and research cluster
Q83405	factory
Q3558430	villa
Q939029	Vuelta a la Independencia Nacional
Q6448147	autovía
Q25377652	fare zone
Q2621126	police zone in Belgium
Q28521933	agricultural school
Q3578168	None
Q1056289	École des Beaux-Arts
Q849095	Canadian federal general election
Q67608976	women's national under-17 football team
Q23759293	national Olympic football team
Q3253281	pond
Q61093064	None
Q20097897	sea fort
Q1760610	comic book
Q18761202	watercolor painting
Q260161	Boucles de l'Aulne
Q63141557	translated song
Q320289	chamber of deputies
Q7553685	district of Sofia
Q1088157	Chrono des Nations
Q1096065	Classic Haribo
Q5532360	General lighthouse authority
Q29102902	Papal election
Q1231729	contrada of Siena
Q1068071	chasma
Q23010647	suburb of Perth
Q31579	David di Donatello
Q134161	joint-stock company
Q1261210	Druivenkoers Overijse
Q22162827	New Zealand general election
Q2632224	Centrobasket
Q1134740	Wellington Classic
Q2551213	Flèche d'Emeraude
Q1526999	Giro d'Italia Femminile
Q34841310	Government of the Kingdom of Sardinia
Q599490	Grand Prix d'Isbergues
Q1541041	Grand Prix d'Ouverture La Marseillaise
Q583208	Grand Prix de Denain
Q1359104	Grand Prix de Fourmies
Q499201	Grand Prix de Wallonie
Q1542747	Grand Prix de Rennes
Q1542813	Grand Prix des Amériques
Q684154	Grote Prijs Jef Scherens
Q2553644	Grote Prijs Stad Zottegem
Q849706	airport terminal
Q64442432	sample based composition
Q1048525	golf course
Q760086	commissioner
Q508838	La Flèche Wallonne Féminine
Q23015458	CDM
Q1855174	Polynormande
Q653916	television pilot
Q5283500	district of Myanmar
Q1638287	Le Samyn
Q105420	anthology
Q466544	loggia
Q1713379	boys school
Q237338	seinen
Q1464369	making-of
Q1144447	modeling agency
Q1935147	military school
Q1075597	single-sex education
Q129010	Nokere Koerse
Q12351401	Landa Asocio
Q3895619	Local park of supra-communal interest
Q1754568	Paris–Bourges
Q1400788	Paris–Camembert
Q16510064	sporting event
Q1888937	High Sheriff
Q15629585	province of Austrian Lombardy
Q4359224	Disney's Aladdin characters
Q27229763	fictional tiger
Q729477	Route Adélie
Q34262807	national association football supercup
Q510548	Tour Méditerranéen
Q1414647	Tour du Doubs
Q598273	Tour du Finistère
Q1664428	interurban
Q148401	magician in fantasy
Q1417470	Grand Prix de Plumelec-Morbihan
Q4114753	air army
Q4443691	Soviet rifle division
Q47307043	Motorized Rifle Division
Q62962307	Motorized Rifle Brigade
Q62966680	Naval Infantry Brigade
Q62967621	Naval Infantry Regiment
Q634099	rural settlement of Russia
Q20867284	autonomous oblast of the Russian Soviet Federative Socialist Republic
Q14944295	Federal agency (Russian Federation)
Q15072596	administrative territorial entity of Kazakhstan
Q5283544	district of Turkmenistan
Q18071983	okrug of the Soviet Union
Q2298305	eldership of Lithuania
Q21683299	settlement council  in Ukraine
Q18608756	Wikidata property for birth or death
Q18635217	Wikidata property for specifying the location of an event
Q26935994	Wikidata property encoding a vCard value
Q18608871	Wikidata property for items about people
Q22964231	Wikidata property for human relationships
Q811430	construction
Q41501164	village of Crimea
Q42973	architect
Q1484397	talent show
Q11938128	Mutasarrıf
Q1156811	performance-related pay
Q30892578	music education organization
Q16710795	specialized higher education institution
Q26654367	former county
Q33101426	urban council of Ukraine
Q56190453	memorial complex
Q1130491	Sloboda
Q27002	selsoviet
Q20683493	krai of a union republic of the Soviet Union
Q4200298	district
Q4201890	institute of the Russian Academy of Sciences
Q17143723	Catholic parish
Q4312761	viceroyalty of the Russian Empire
Q27303706	anthropomorphic cat
Q41487	court
Q4959031	appellate court
